date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:34	884/884	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Jul%202026%2013:11:43%20GMT	https://bugatti.store/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/shop-js/modules/v2/loader.init-shop-cart-sync.en.esm.js	(from https://bugatti.store/)
18:24:35	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2007%20Jul%202026%2008:02:49%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://bugatti.store/)
18:24:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:36%20GMT	http://bugatti.store/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	(from https://bugatti.store/)
18:24:35	13938/13938	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2023%20Jul%202026%2021:52:46%20GMT	https://bugatti.store/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js	(from https://bugatti.store/)
18:24:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:36%20GMT	http://bugatti.store/cdn/shopifycloud/storefront/assets/storefront/autosizes-84416378.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/storefront/autosizes-84416378.js	(from https://bugatti.store/)
18:24:36	3327/3327	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2010%20Jul%202026%2003:36:34%20GMT	https://bugatti.store/cdn/shopifycloud/storefront/assets/storefront/autosizes-84416378.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/storefront/autosizes-84416378.js	(from https://bugatti.store/)
18:24:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:37%20GMT	http://bugatti.store/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb70.js?v=20250812	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb705501.js	(from https://bugatti.store/)
18:24:38	81128/81128	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2012%20Jul%202026%2009:56:42%20GMT	https://bugatti.store/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb70.js?v=20250812	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-bf1cdb705501.js	(from https://bugatti.store/)
18:24:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:38%20GMT	http://cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-5059b83f.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-5059b83f.25.delayed	(from https://bugatti.store/)
18:24:38	1392/1392	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2012%20Jul%202026%2003:38:06%20GMT	https://cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-5059b83f.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/cdn.shopify.com/shopifycloud/storefront/assets/storefront/origin_trials-5059b83f.js	(from https://bugatti.store/)
18:24:38	392576/392576	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Jul%202026%2013:22:22%20GMT	https://bugatti.store/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/portable-wallets/latest/portable-wallets.en.js	(from https://bugatti.store/)
18:24:39	81100/81100	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Jul%202026%2013:07:06%20GMT	https://bugatti.store/cdn/shopifycloud/privacy-banner/storefront-banner.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/privacy-banner/storefront-banner.js	(from https://bugatti.store/)
18:24:39	13851/13851	---MCZ	200	added ('OK')	text/css	date:Sat,%2025%20Jul%202026%2013:21:14%20GMT	https://bugatti.store/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://bugatti.store/)
18:24:40	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:40%20GMT	http://bugatti.store/cdn/shop/t/16/assets/vendor.js?v=29347539246337823151784209969	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shop/t/16/assets/vendor.2aff6e.delayed	(from https://bugatti.store/)
18:24:41	88757/88757	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Jul%202026%2017:17:03%20GMT	https://bugatti.store/cdn/shop/t/16/assets/vendor.js?v=29347539246337823151784209969	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shop/t/16/assets/vendorff6e.js	(from https://bugatti.store/)
18:24:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:41%20GMT	http://bugatti.store/cdn/shop/t/16/assets/theme.js?v=182216692479987470001784209969	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shop/t/16/assets/theme17fb.js	(from https://bugatti.store/)
18:24:41	194799/194799	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Jul%202026%2015:20:31%20GMT	https://bugatti.store/cdn/shop/t/16/assets/theme.js?v=182216692479987470001784209969	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shop/t/16/assets/theme17fb.js	(from https://bugatti.store/)
18:24:42	14107/14107	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Jul%202026%2019:49:00%20GMT	https://cdn.shopify.com/extensions/019f8639-3c00-7c38-b670-ace92de89fc5/monk-free-gift-with-purchase-451/assets/mr-embed-1.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/cdn.shopify.com/extensions/019f8639-3c00-7c38-b670-ace92de89fc5/monk-free-gift-with-purchase-451/assets/mr-embed-1.js	(from https://bugatti.store/)
18:24:44	208852/208852	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Jul%202026%2013:24:43%20GMT	https://bugatti.store/POST	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/POST.2f.delayed	(from https://bugatti.store/)
18:24:45	54811/54811	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sat,%2025%20Jul%202026%2013:24:45%20GMT	https://bugatti.store/cdn	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn	(from https://bugatti.store/)
18:24:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:45%20GMT	http://bugatti.store/cdn/s/trekkie.storefront.51e77662fd67e0d47c7238acfeab529dafb90214.min.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/s/trekkie.storefront.51e77662fd67e0d47c7238acfeab529dafb90214.min.js	(from https://bugatti.store/)
18:24:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2025%20Jul%202026%2013:24:47%20GMT	http://bugatti.store/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.33.delayed	(from https://bugatti.store/)
18:24:47	109975/109975	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2024%20Jul%202026%2018:20:38%20GMT	https://bugatti.store/cdn/s/trekkie.storefront.51e77662fd67e0d47c7238acfeab529dafb90214.min.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/s/trekkie.storefront.51e77662fd67e0d47c7238acfeab529dafb90214.min.js	(from https://bugatti.store/)
18:24:48	13482/13482	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jul%202026%2003:45:45%20GMT	https://bugatti.store/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/storefront/assets/shop_events_listener-4e26a9ce.js	(from https://bugatti.store/)
18:24:48	67660/67660	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2017%20Jul%202026%2004:18:15%20GMT	https://bugatti.store/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.7.0.min.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/cdn/shopifycloud/perf-kit/shopify-perf-kit-3.7.0.min.js	(from https://bugatti.store/)
18:24:49	32241/32241	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2025%20Jul%202026%2013:02:50%20GMT	https://cdn.shopify.com/storefront/web-components/account.js	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/cdn.shopify.com/storefront/web-components/account.js	(from https://bugatti.store/)
18:24:50	224087/224087	---MCZ	200	added ('OK')	text/html	date:Sat,%2025%20Jul%202026%2013:24:50%20GMT	https://bugatti.store/pages/newsletter	F:/DATUM%20WEB%20CLONES/DATUM%20DAHLEEZ/bugati/F__DATUM%20WEB%20CLONES_DATUM%20DAHLEEZ_bugati/bugatti.store/pages/newsletter.html	(from https://bugatti.store/)
